gene_id	seqnames	start	end	width	strand	symbol	ensembl_id
169436	chr9	136243284	136271220	27937	+	STKLD1	ENSG00000198870
169522	chr9	2717526	2730037	12512	+	KCNV2	ENSG00000168263
169611	chr9	127539437	127577159	37723	+	OLFML2A	ENSG00000185585
169693	chr9	71151498	71155783	4286	-	TMEM252	ENSG00000181778
169714	chr9	139098182	139137687	39506	-	QSOX2	ENSG00000165661
169792	chr9	3824128	4300035	475908	-	GLIS3	ENSG00000107249
169834	chr9	115759400	115774472	15073	-	ZNF883	ENSG00000228623
169841	chr9	97021578	97065291	43714	+	ZNF169	ENSG00000175787
169966	chrX	79591003	79700810	109808	+	TENT5D	ENSG00000174016
169981	chrX	57002803	57021988	19186	-	SPIN3	ENSG00000204271
170062	chrX	34960913	34963034	2122	+	FAM47B	ENSG00000189132
170067	chrX	24328979	24331432	2454	-	SUPT20HL2	ENSG00000223611
170082	chrX	13671225	13682247	11023	+	TCEANC	ENSG00000176896
170261	chrX	117957787	117960931	3145	+	ZCCHC12	ENSG00000174460
170302	chrX	25021813	25034065	12253	-	ARX	ENSG00000004848
170370	chr10	50339201	50342065	2865	-	FAM170B	ENSG00000172538
170371	chr10	50363891	50396407	32517	-	TMEM273	ENSG00000204161
170384	chr10	75532049	75535976	3928	+	FUT11	ENSG00000196968
170392	chr10	74653339	74692787	39449	+	OIT3	ENSG00000138315
170394	chr10	134210702	134231358	20657	+	PWWP2B	ENSG00000171813
170425	chr10	86039736	86054415	14680	+	LINC00858	ENSG00000229404
170463	chr19	18530146	18545372	15227	+	SSBP4	ENSG00000130511
170482	chr12	7882011	7902069	20059	-	CLEC4C	ENSG00000198178
170487	chr20	32254304	32256331	2028	+	ACTL10	ENSG00000288649
170506	chr3	153993457	154042286	48830	-	DHX36	ENSG00000174953
170506	chr3	153993457	154042286	48830	-	DHX36	ENSG00000281763
170572	chr3	183770835	183778461	7627	+	HTR3C	ENSG00000178084
170575	chr7	150413645	150421368	7724	+	GIMAP1	ENSG00000213203
170589	chr11	64701943	64703360	1418	-	GPHA2	ENSG00000149735
170591	chr5	76145826	76217056	71231	+	S100Z	ENSG00000171643
170622	chr13	76099350	76111991	12642	-	COMMD6	ENSG00000188243
170626	chrX	52891558	52897119	5562	-	XAGE3	ENSG00000171402
170627	chrX	52841228	52847322	6095	+	XAGE5	ENSG00000171405
170685	chrX	51075083	51080377	5295	+	NUDT10	ENSG00000122824
170689	chr11	130318869	130346539	27671	+	ADAMTS15	ENSG00000166106
170690	chr5	5140443	5320412	179970	+	ADAMTS16	ENSG00000145536
170691	chr15	100511643	100882183	370541	-	ADAMTS17	ENSG00000140470
170692	chr16	77316025	77469011	152987	-	ADAMTS18	ENSG00000140873
170712	chr4	46736847	46911252	174406	-	COX7B2	ENSG00000170516
170825	chr4	54966248	54968122	1875	+	GSX2	ENSG00000180613
170850	chr2	42669157	42721237	52081	-	KCNG3	ENSG00000171126
170958	chr19	53868968	53889841	20874	+	ZNF525	ENSG00000203326
170959	chr19	21324840	21368805	43966	+	ZNF431	ENSG00000196705
170960	chr4	433773	492960	59188	-	ZNF721	ENSG00000182903
170961	chr19	4183351	4224811	41461	+	ANKRD24	ENSG00000089847
171017	chr12	6775643	6798738	23096	-	ZNF384	ENSG00000126746
171019	chr5	128796103	129074376	278274	+	ADAMTS19	ENSG00000145808
171023	chr20	30946147	31027122	80976	+	ASXL1	ENSG00000171456
171024	chr4	119809996	119982402	172407	+	SYNPO2	ENSG00000172403
171169	chr19	49110000	49110971	972	+	SPACA4	ENSG00000177202
171177	chr15	41164412	41166487	2076	-	RHOV	ENSG00000104140
171220	chr12	6993846	6994950	1105	+	DSTNP2	ENSG00000290712
171389	chr11	278570	285388	6819	+	NLRP6	ENSG00000174885
171391	chr11	779454	780755	1302	+	GATD1-DT	ENSG00000255284
171392	chr19	23835708	23870017	34310	-	ZNF675	ENSG00000197372
171425	chr13	100258919	100549388	290470	+	CLYBL	ENSG00000125246
171482	chrX	8758837	8769424	10588	-	FAM9A	ENSG00000183304
171483	chrX	8993037	9001351	8315	-	FAM9B	ENSG00000177138
171484	chrX	13053736	13062917	9182	-	FAM9C	ENSG00000187268
171546	chr14	34902144	34931468	29325	-	SPTSSA	ENSG00000165389
171558	chr6	42883727	42893575	9849	+	PTCRA	ENSG00000171611
171568	chr22	41921803	41940479	18677	-	POLR3H	ENSG00000100413
171586	chr18	19230858	19284766	53909	-	ABHD3	ENSG00000158201
1716	chr2	74153953	74186088	32136	+	DGUOK	ENSG00000114956
1717	chr11	71145457	71159477	14021	-	DHCR7	ENSG00000172893
1718	chr1	55315300	55352921	37622	-	DHCR24	ENSG00000116133
1719	chr5	79922045	79950800	28756	-	DHFR	ENSG00000228716
172	chr16	90038988	90067195	28208	+	AFG3L1P	ENSG00000223959
1723	chr16	72042643	72059316	16674	+	DHODH	ENSG00000102967
1725	chr19	12786531	12792701	6171	-	DHPS	ENSG00000095059
1727	chr22	43013846	43045405	31560	-	CYB5R3	ENSG00000100243
1728	chr16	69743304	69760533	17230	-	NQO1	ENSG00000181019
1729	chr5	140894588	140998622	104035	-	DIAPH1	ENSG00000131504
173	chr4	74347462	74369718	22257	+	AFM	ENSG00000079557
1730	chrX	95939662	96855597	915936	+	DIAPH2	ENSG00000147202
1731	chr16	30389454	30394171	4718	-	SEPTIN1	ENSG00000180096
1733	chr1	54359861	54376759	16899	+	DIO1	ENSG00000211452
1734	chr14	80663868	80697397	33530	-	DIO2	ENSG00000211448
1735	chr14	102027688	102029789	2102	+	DIO3	ENSG00000197406
1736	chrX	153991031	154005964	14934	+	DKC1	ENSG00000130826
1737	chr11	111895538	111935002	39465	+	DLAT	ENSG00000150768
1738	chr7	107531586	107561643	30058	+	DLD	ENSG00000091140
1739	chr3	196769431	197026143	256713	-	DLG1	ENSG00000075711
174	chr4	74296855	74321492	24638	+	AFP	ENSG00000081051
1740	chr11	83166056	85338314	2172259	-	DLG2	ENSG00000150672
1741	chrX	69664705	69725339	60635	+	DLG3	ENSG00000082458
1742	chr17	7093210	7123369	30160	-	DLG4	ENSG00000132535
1743	chr14	75348594	75370450	21857	+	DLST	ENSG00000119689
1745	chr2	172950208	172954401	4194	+	DLX1	ENSG00000144355
1745	chr2	172950208	172954401	4194	+	DLX1	ENSG00000292098
1746	chr2	172964166	172967478	3313	-	DLX2	ENSG00000115844
1747	chr17	48067369	48072588	5220	-	DLX3	ENSG00000064195
1748	chr17	48046562	48052323	5762	+	DLX4	ENSG00000108813
1749	chr7	96649702	96654143	4442	-	DLX5	ENSG00000105880
175	chr4	178351929	178363657	11729	-	AGA	ENSG00000038002
1750	chr7	96635290	96640352	5063	+	DLX6	ENSG00000006377
1755	chr10	124320181	124403252	83072	+	DMBT1	ENSG00000187908
1756	chrX	31137345	33357726	2220382	-	DMD	ENSG00000198947
1757	chr9	136528684	136605077	76394	-	SARDH	ENSG00000123453
1758	chr4	88571454	88585512	14059	+	DMP1	ENSG00000152592
1759	chr9	130965663	131017527	51865	+	DNM1	ENSG00000106976
176	chr15	89346674	89418585	71912	+	ACAN	ENSG00000157766
1760	chr19	46272976	46285815	12840	-	DMPK	ENSG00000104936
1761	chr9	841690	969090	127401	+	DMRT1	ENSG00000137090
1762	chr19	46286264	46296060	9797	-	DMWD	ENSG00000185800
1763	chr10	70173821	70231878	58058	-	DNA2	ENSG00000138346
1767	chr5	13690437	13944589	254153	-	DNAH5	ENSG00000039139
1768	chr2	84743579	85046713	303135	+	DNAH6	ENSG00000115423
1769	chr6	38683117	38998574	315458	+	DNAH8	ENSG00000124721
1770	chr17	11501748	11873065	371318	+	DNAH9	ENSG00000007174
1773	chr16	3702940	3708096	5157	+	DNASE1	ENSG00000213918
1774	chrX	153629579	153640427	10849	-	DNASE1L1	ENSG00000013563
1775	chr16	2286424	2288712	2289	+	DNASE1L2	ENSG00000167968
1776	chr3	58178353	58200853	22501	-	DNASE1L3	ENSG00000163687
1777	chr19	12986025	12992335	6311	-	DNASE2	ENSG00000105612
1778	chr14	102430865	102517135	86271	+	DYNC1H1	ENSG00000197102
178	chr1	100315640	100389579	73940	+	AGL	ENSG00000162688
1780	chr7	95401818	95727736	325919	+	DYNC1I1	ENSG00000158560
1781	chr2	172543919	172606668	62750	+	DYNC1I2	ENSG00000292102
1781	chr2	172543919	172606668	62750	+	DYNC1I2	ENSG00000077380
1783	chr16	66754799	66785525	30727	-	DYNC1LI2	ENSG00000135720
1785	chr19	10823794	10944160	120367	+	DNM2	ENSG00000079805
1786	chr19	10244022	10305755	61734	-	DNMT1	ENSG00000130816
1787	chr10	17184982	17244070	59089	-	TRDMT1	ENSG00000107614
1788	chr2	25455830	25565459	109630	-	DNMT3A	ENSG00000119772
1789	chr20	31350191	31397162	46972	+	DNMT3B	ENSG00000088305
1791	chr10	98064085	98098321	34237	+	DNTT	ENSG00000107447
1793	chr10	128594023	129250780	656758	+	DOCK1	ENSG00000150760
1794	chr5	169064251	169510386	446136	+	DOCK2	ENSG00000134516
1795	chr3	50712672	51421629	708958	+	DOCK3	ENSG00000088538
1796	chr2	74776147	74784678	8532	+	DOK1	ENSG00000115325
1798	chr11	118967213	118972852	5640	-	DPAGT1	ENSG00000172269
18	chr16	8768444	8878432	109989	+	ABAT	ENSG00000183044
1800	chr16	89679716	89704839	25124	+	DPEP1	ENSG00000015413
1801	chr17	1933431	1946725	13295	+	DPH1	ENSG00000108963
1802	chr1	44435653	44439043	3391	+	DPH2	ENSG00000132768
1803	chr2	162848755	162931052	82298	-	DPP4	ENSG00000197635
1804	chr7	153584419	154685995	1101577	+	DPP6	ENSG00000130226
1805	chr1	168664695	168698442	33748	-	DPT	ENSG00000143196
1806	chr1	97543300	98386615	843316	-	DPYD	ENSG00000188641
1807	chr8	105391652	105479277	87626	-	DPYS	ENSG00000147647
1808	chr8	26371709	26515693	143985	+	DPYSL2	ENSG00000092964
1809	chr5	146770371	146889619	119249	-	DPYSL3	ENSG00000113657
181	chr16	67516474	67517716	1243	-	AGRP	ENSG00000159723
1810	chr1	93811478	93828148	16671	+	DR1	ENSG00000117505
1811	chr7	107405912	107443678	37767	-	SLC26A3	ENSG00000091138
1812	chr5	174867675	174871163	3489	-	DRD1	ENSG00000184845
1813	chr11	113280317	113346413	66097	-	DRD2	ENSG00000149295
1814	chr3	113847557	113918254	70698	-	DRD3	ENSG00000151577
1815	chr11	637305	640705	3401	+	DRD4	ENSG00000069696
1815	chr11	637305	640705	3401	+	DRD4	ENSG00000276825
1816	chr4	9783258	9785633	2376	+	DRD5	ENSG00000169676
1819	chr17	17991181	18011299	20119	+	DRG2	ENSG00000108591
182	chr20	10618332	10654694	36363	-	JAG1	ENSG00000101384
1820	chr19	926037	972803	46767	+	ARID3A	ENSG00000116017
1821	chrX	100474933	100519485	44553	+	DRP2	ENSG00000102385
1822	chr12	7033626	7053815	20190	+	ATN1	ENSG00000111676
1823	chr18	28709214	28742819	33606	-	DSC1	ENSG00000134765
1824	chr18	28645942	28682388	36447	-	DSC2	ENSG00000134755
1825	chr18	28570052	28622781	52730	-	DSC3	ENSG00000134762
1826	chr21	41384343	42219039	834697	-	DSCAM	ENSG00000291561
1826	chr21	41384343	42219039	834697	-	DSCAM	ENSG00000171587
1827	chr21	35888784	35987382	98599	-	RCAN1	ENSG00000159200
1828	chr18	28898052	28937393	39342	+	DSG1	ENSG00000134760
1829	chr18	29078027	29128814	50788	+	DSG2	ENSG00000046604
183	chr1	230838272	230850336	12065	-	AGT	ENSG00000135744
1830	chr18	29027732	29058665	30934	+	DSG3	ENSG00000134757
1831	chrX	106956452	107019202	62751	-	TSC22D3	ENSG00000157514
1832	chr6	7541870	7586946	45077	+	DSP	ENSG00000096696
1833	chr12	91357456	91398803	41348	-	EPYC	ENSG00000083782
1834	chr4	88529681	88538025	8345	+	DSPP	ENSG00000152591
1836	chr5	149340300	149366963	26664	+	SLC26A2	ENSG00000155850
1837	chr18	32073254	32471808	398555	+	DTNA	ENSG00000134769
1838	chr2	25600067	25896516	296450	-	DTNB	ENSG00000138101
1839	chr5	139712428	139726188	13761	-	HBEGF	ENSG00000113070
1840	chr12	113495662	113535833	40172	+	DTX1	ENSG00000135144
1841	chr2	242615157	242626383	11227	-	DTYMK	ENSG00000168393
1842	chr9	95255829	95298904	43076	-	ECM2	ENSG00000106823
1842	chr9	95255829	95298904	43076	-	ECM2	ENSG00000291357
1843	chr5	172195093	172198203	3111	-	DUSP1	ENSG00000120129
1844	chr2	96808908	96811179	2272	-	DUSP2	ENSG00000158050
1845	chr17	41843489	41856368	12880	-	DUSP3	ENSG00000108861
1846	chr8	29190579	29208267	17689	-	DUSP4	ENSG00000120875
1847	chr10	112257625	112271302	13678	+	DUSP5	ENSG00000138166
1848	chr12	89741837	89746296	4460	-	DUSP6	ENSG00000139318
1849	chr3	52082937	52090461	7525	-	DUSP7	ENSG00000164086
185	chr3	148415658	148460790	45133	+	AGTR1	ENSG00000144891
1850	chr11	1575281	1593150	17870	-	DUSP8	ENSG00000278165
1850	chr11	1575281	1593150	17870	-	DUSP8	ENSG00000291431
1850	chr11	1575281	1593150	17870	-	DUSP8	ENSG00000273793
1850	chr11	1575281	1593150	17870	-	DUSP8	ENSG00000184545
1852	chrX	152907897	152916781	8885	+	DUSP9	ENSG00000130829
1854	chr15	48623621	48635570	11950	+	DUT	ENSG00000128951
1855	chr1	1270658	1284492	13835	-	DVL1	ENSG00000107404
1856	chr17	7128661	7137863	9203	-	DVL2	ENSG00000004975
1857	chr3	183873284	183891314	18031	+	DVL3	ENSG00000161202
1859	chr21	38739859	38887679	147821	+	DYRK1A	ENSG00000157540
186	chrX	115301958	115306225	4268	+	AGTR2	ENSG00000180772
1861	chr9	132575221	132586441	11221	-	TOR1A	ENSG00000136827
1869	chr20	32263292	32274210	10919	-	E2F1	ENSG00000101412
187	chr11	57001052	57004927	3876	-	APLNR	ENSG00000134817
1870	chr1	23832920	23857712	24793	-	E2F2	ENSG00000282899
1870	chr1	23832920	23857712	24793	-	E2F2	ENSG00000007968
1871	chr6	20402137	20493945	91809	+	E2F3	ENSG00000112242
1874	chr16	67226068	67232821	6754	+	E2F4	ENSG00000205250
1875	chr8	86089619	86126753	37135	+	E2F5	ENSG00000133740
1876	chr2	11584501	11606303	21803	-	E2F6	ENSG00000169016
1877	chr16	2273567	2285743	12177	+	E4F1	ENSG00000167967
1879	chr5	158122923	158526788	403866	-	EBF1	ENSG00000164330
1880	chr13	99946789	99959749	12961	-	GPR183	ENSG00000169508
1889	chr1	21543740	21672034	128295	-	ECE1	ENSG00000117298
189	chr2	241808162	241818536	10375	+	AGXT	ENSG00000172482
1890	chr22	50964181	50968514	4334	-	TYMP	ENSG00000025708
1891	chr19	39306062	39322497	16436	-	ECH1	ENSG00000104823
1891	chr19	39306062	39322497	16436	-	ECH1	ENSG00000282853
1892	chr10	135175987	135186908	10922	-	ECHS1	ENSG00000127884
1893	chr1	150480487	150486265	5779	+	ECM1	ENSG00000143369
1894	chr3	172468475	172539264	70790	+	ECT2	ENSG00000114346
1896	chrX	68835911	69259321	423411	+	EDA	ENSG00000158813
19	chr9	107543284	107690527	147244	-	ABCA1	ENSG00000165029
190	chrX	30322539	30327495	4957	-	NR0B1	ENSG00000169297
1901	chr1	101702305	101707076	4772	+	S1PR1	ENSG00000170989
1902	chr9	113636054	113801526	165473	-	LPAR1	ENSG00000198121
1903	chr9	91606324	91620069	13746	+	S1PR3	ENSG00000213694
1906	chr6	12290529	12297427	6899	+	EDN1	ENSG00000078401
1907	chr1	41944446	41950344	5899	-	EDN2	ENSG00000127129
1908	chr20	57875499	57901047	25549	+	EDN3	ENSG00000124205
1909	chr4	148402069	148466106	64038	+	EDNRA	ENSG00000151617
191	chr20	32868071	32899608	31538	-	AHCY	ENSG00000101444
1910	chr13	78469616	78549664	80049	-	EDNRB	ENSG00000136160
1911	chr12	9067316	9094060	26745	+	PHC1	ENSG00000111752
1912	chr1	33789224	33896615	107392	-	PHC2	ENSG00000134686
1915	chr6	74225473	74230755	5283	-	EEF1A1	ENSG00000156508
191585	chr21	42547158	42557166	10009	-	PLAC4	ENSG00000280109
1917	chr20	62119365	62130668	11304	-	EEF1A2	ENSG00000101210
192111	chr12	133264635	133299323	34689	+	PGAM5	ENSG00000247077
192134	chr11	76745435	76753005	7571	+	B3GNT6	ENSG00000198488
192286	chr5	175815784	175816751	968	+	HIGD2A	ENSG00000146066
192666	chr17	38854243	38860002	5760	-	KRT24	ENSG00000167916
192668	chr2	10196926	10220538	23613	-	CYS1	ENSG00000205795
192669	chr1	36396319	36522063	125745	+	AGO3	ENSG00000126070
192670	chr1	36273828	36323490	49663	+	AGO4	ENSG00000134698
192683	chr15	75287876	75313836	25961	+	SCAMP5	ENSG00000198794
1933	chr2	207024318	207027653	3336	+	EEF1B2	ENSG00000283391
1933	chr2	207024318	207027653	3336	+	EEF1B2	ENSG00000114942
1936	chr8	144661867	144679845	17979	-	EEF1D	ENSG00000104529
1936	chr8	144661867	144679845	17979	-	EEF1D	ENSG00000273594
193629	chr21	30565801	30660526	94726	+	LINC00189	ENSG00000215533
1937	chr11	62327073	62342401	15329	-	EEF1G	ENSG00000254772
1938	chr19	3976054	3985461	9408	-	EEF2	ENSG00000167658
1939	chr1	206764974	206785904	20931	-	EIF2D	ENSG00000143486
1942	chr1	155100349	155107386	7038	+	EFNA1	ENSG00000169242
1943	chr19	1286153	1301429	15277	+	EFNA2	ENSG00000099617
1944	chr1	155036213	155060014	23802	+	EFNA3	ENSG00000143590
1945	chr1	155036213	155042029	5817	+	EFNA4	ENSG00000243364
1946	chr5	106712590	107006596	294007	-	EFNA5	ENSG00000184349
1947	chrX	68048840	68066029	17190	+	EFNB1	ENSG00000090776
1948	chr13	107142079	107187388	45310	-	EFNB2	ENSG00000125266
1949	chr17	7608520	7614693	6174	+	EFNB3	ENSG00000108947
1950	chr4	110834040	110934118	100079	+	EGF	ENSG00000138798
1951	chr3	48662831	48709981	47151	-	CELSR3	ENSG00000008300
1952	chr1	109792641	109818378	25738	+	CELSR2	ENSG00000143126
1953	chr1	3404506	3528059	123554	-	MEGF6	ENSG00000162591
1954	chr19	42829761	42882921	53161	+	MEGF8	ENSG00000105429
1955	chr9	123363196	123476765	113570	-	MEGF9	ENSG00000106780
1956	chr7	55086725	55275031	188307	+	EGFR	ENSG00000146648
1958	chr5	137801181	137805004	3824	+	EGR1	ENSG00000120738
195814	chr8	57212570	57233241	20672	-	SDR16C5	ENSG00000170786
195827	chr9	99403533	99417599	14067	-	PRXL2C	ENSG00000158122
195828	chr9	99148225	99180669	32445	-	ZNF367	ENSG00000165244
1959	chr10	64571756	64578927	7172	-	EGR2	ENSG00000122877
196	chr7	17338276	17385775	47500	+	AHR	ENSG00000106546
1960	chr8	22545174	22550815	5642	-	EGR3	ENSG00000179388
196047	chr10	119243804	119304579	60776	-	EMX2OS	ENSG00000229847
196051	chr10	122216466	122349367	132902	+	PLPP4	ENSG00000203805
196074	chr11	28129798	28355054	225257	+	METTL15	ENSG00000169519
1961	chr2	73518057	73520829	2773	-	EGR4	ENSG00000135625
1962	chr3	184908412	184971886	63475	-	EHHADH	ENSG00000113790
196264	chr11	118100336	118123011	22676	-	MPZL3	ENSG00000160588
196294	chr11	31453949	31531169	77221	-	IMMP1L	ENSG00000148950
196335	chr11	6129009	6129968	960	+	OR56B4	ENSG00000180919
196374	chr12	53232746	53242778	10033	-	KRT78	ENSG00000170423
196383	chr12	123899936	123921264	21329	-	RILPL2	ENSG00000150977
196385	chr12	124247042	124420267	173226	+	DNAH10	ENSG00000197653
196385	chr12	124247042	124420267	173226	+	DNAH10	ENSG00000281935
196394	chr12	31824071	31882108	58038	-	AMN1	ENSG00000151743
1964	chrX	20142636	20159966	17331	-	EIF1AX	ENSG00000173674
196403	chr12	57998604	58003583	4980	+	DTX3	ENSG00000178498
196410	chr12	56075330	56078394	3065	+	TMT1B	ENSG00000170439
196415	chr12	25146365	25150453	4089	-	LINC02909	ENSG00000226397
196441	chr12	72003379	72057749	54371	-	ZFC3H1	ENSG00000133858
196463	chr12	113796371	113827458	31088	+	PLBD2	ENSG00000151176
196472	chr12	100041528	100043892	2365	+	GARIN6	ENSG00000180219
196475	chr12	97858799	97958793	99995	+	RMST	ENSG00000255794
196477	chr12	91345992	91348953	2962	-	CCER1	ENSG00000197651
196483	chr16	5134301	5147789	13489	-	EEF2KMT	ENSG00000118894
1965	chr14	67827034	67853233	26200	+	EIF2S1	ENSG00000134001
196500	chr12	6802957	6810009	7053	-	PIANP	ENSG00000139200
196513	chr12	2050757	2113677	62921	-	DCP1B	ENSG00000151065
196513	chr12	2050757	2113677	62921	-	DCP1B	ENSG00000284850
196527	chr12	45609770	45834187	224418	+	ANO6	ENSG00000177119
196528	chr12	46123620	46301819	178200	+	ARID2	ENSG00000189079
196541	chr13	103338097	103346871	8775	-	METTL21C	ENSG00000139780
1967	chr12	124105570	124118323	12754	-	EIF2B1	ENSG00000111361
196740	chr10	50222333	50323559	101227	-	VSTM4	ENSG00000165633
196743	chr10	135192741	135205198	12458	+	PAOX	ENSG00000148832
196792	chr10	124608610	124639157	30548	-	FAM24B	ENSG00000213185
1968	chrX	24073065	24096927	23863	+	EIF2S3	ENSG00000130741
196872	chr14	105287538	105290055	2518	+	LINC00638	ENSG00000258701
196883	chr14	24787555	24804277	16723	-	ADCY4	ENSG00000284814
196883	chr14	24787555	24804277	16723	-	ADCY4	ENSG00000129467
1969	chr1	16450832	16482582	31751	-	EPHA2	ENSG00000142627
196913	chr14	50550369	50559361	8993	-	LINC01599	ENSG00000214900
196951	chr15	49620592	49913118	292527	-	FAM227B	ENSG00000166262
196968	chr15	100330361	100347132	16772	-	DNM1P46	ENSG00000290767
196993	chr15	71402583	71407839	5257	-	CT62	ENSG00000225362
196996	chr15	72452147	72490136	37990	-	GRAMD2A	ENSG00000175318
197	chr3	186330850	186339107	8258	+	AHSG	ENSG00000145192
197003	chr15	62929371	62937380	8010	-	MGC15885	ENSG00000259458
197021	chr15	66840537	66858317	17781	-	LCTL	ENSG00000188501
197131	chr15	43235098	43398286	163189	-	UBR1	ENSG00000159459
197135	chr15	44957930	45003514	45585	-	PATL2	ENSG00000229474
197135	chr15	44957930	45003514	45585	-	PATL2	ENSG00000282077
197187	chr16	88729781	88753594	23814	+	SNAI3-AS1	ENSG00000260630
197196	chr16	85316564	85321685	5122	+	LINC00311	ENSG00000179219
197257	chr16	75145758	75150670	4913	-	LDHD	ENSG00000166816
197258	chr16	70488498	70514177	25680	+	FCSK	ENSG00000157353
197259	chr16	74705753	74734789	29037	-	MLKL	ENSG00000168404
197320	chr16	89284111	89295965	11855	+	ZNF778	ENSG00000170100
197322	chr16	89160217	89222171	61955	+	ACSF3	ENSG00000176715
197335	chr16	699363	717829	18467	+	WDR90	ENSG00000161996
197342	chr16	1823229	1826340	3112	+	EME2	ENSG00000197774
197358	chr16	3589036	3627392	38357	-	NLRC3	ENSG00000167984
197370	chr16	27236315	27280113	43799	-	NSMCE1	ENSG00000169189
1974	chr3	186501361	186507685	6325	+	EIF4A2	ENSG00000156976
197407	chr16	30389633	30411429	21797	+	ZNF48	ENSG00000180035
1975	chr12	53400062	53435993	35932	+	EIF4B	ENSG00000063046
1977	chr4	99799607	99851786	52180	-	EIF4E	ENSG00000151247
1978	chr8	37888020	37917883	29864	+	EIF4EBP1	ENSG00000187840
1979	chr10	72163861	72188374	24514	+	EIF4EBP2	ENSG00000148730
1981	chr3	184032283	184053146	20864	+	EIF4G1	ENSG00000114867
1982	chr11	10818593	10830582	11990	-	EIF4G2	ENSG00000110321
1983	chr14	103800339	103811361	11023	+	EIF5	ENSG00000100664
1984	chr17	7210318	7215782	5465	+	EIF5A	ENSG00000288145
1984	chr17	7210318	7215782	5465	+	EIF5A	ENSG00000132507
198437	chr20	62714733	62715712	980	-	LKAAEAR1	ENSG00000171695
1990	chr12	51722227	51740463	18237	-	CELA1	ENSG00000139610
1991	chr19	852291	856246	3956	+	ELANE	ENSG00000277571
1991	chr19	852291	856246	3956	+	ELANE	ENSG00000197561
1992	chr6	2832566	2842283	9718	-	SERPINB1	ENSG00000021355
199221	chr3	137780827	137834451	53625	-	DZIP1L	ENSG00000158163
199223	chr3	39149152	39180394	31243	+	TTC21A	ENSG00000168026
1993	chr9	23690103	23826063	135961	-	ELAVL2	ENSG00000107105
1994	chr19	8023457	8070529	47073	-	ELAVL1	ENSG00000066044
1995	chr19	11562143	11591803	29661	-	ELAVL3	ENSG00000196361
1996	chr1	50513686	50667540	153855	+	ELAVL4	ENSG00000162374
199675	chr19	7741943	7744719	2777	+	MCEMP1	ENSG00000183019
199692	chr19	11708235	11729974	21740	+	ZNF627	ENSG00000198551
199699	chr19	13075973	13085567	9595	+	DAND5	ENSG00000179284
1997	chr13	41506055	41593508	87454	-	ELF1	ENSG00000120690
199704	chr19	37641001	37663615	22615	-	ZNF585A	ENSG00000196967
199713	chr19	55434877	55477611	42735	-	NLRP7	ENSG00000274571
199713	chr19	55434877	55477611	42735	-	NLRP7	ENSG00000278173
199713	chr19	55434877	55477611	42735	-	NLRP7	ENSG00000277179
199713	chr19	55434877	55477611	42735	-	NLRP7	ENSG00000277786
199713	chr19	55434877	55477611	42735	-	NLRP7	ENSG00000277776
199713	chr19	55434877	55477611	42735	-	NLRP7	ENSG00000274174
199713	chr19	55434877	55477611	42735	-	NLRP7	ENSG00000167634
199713	chr19	55434877	55477611	42735	-	NLRP7	ENSG00000275483
199713	chr19	55434877	55477611	42735	-	NLRP7	ENSG00000277071
199713	chr19	55434877	55477611	42735	-	NLRP7	ENSG00000276804
199720	chr19	38874992	38878668	3677	-	GGN	ENSG00000179168
199731	chr19	44126522	44143991	17470	-	CADM4	ENSG00000105767
199745	chr19	36525887	36545664	19778	-	THAP8	ENSG00000161277
199746	chr19	36233428	36236336	2909	-	U2AF1L4	ENSG00000161265
199777	chr19	20802745	20844402	41658	-	ZNF626	ENSG00000188171
199786	chr19	17634110	17664648	30539	+	NIBAN3	ENSG00000167483
1998	chr4	139978871	140060651	81781	-	ELF2	ENSG00000109381
199800	chr19	50191942	50194247	2306	+	ADM5	ENSG00000224420
199834	chr1	152681523	152681910	388	+	LCE4A	ENSG00000187170
199857	chr1	95448279	95538507	90229	-	ALG14	ENSG00000172339
199870	chr1	28052490	28089423	36934	+	FAM76A	ENSG00000009780
199899	chr1	63624754	63782901	158148	-	LINC00466	ENSG00000224209
1999	chr1	201977073	201986315	9243	+	ELF3	ENSG00000163435
199920	chr1	57184477	57285369	100893	-	FYB2	ENSG00000187889
199953	chr1	9648932	9674935	26004	+	TMEM201	ENSG00000188807
199964	chr1	55446465	55457966	11502	+	TMEM61	ENSG00000143001
199974	chr1	47533160	47583992	50833	+	CYP4Z1	ENSG00000186160
199990	chr1	2115899	2139172	23274	-	FAAP20	ENSG00000162585
2	chr12	9220304	9268558	48255	-	A2M	ENSG00000175899
20	chr9	139901686	139923374	21689	-	ABCA2	ENSG00000107331
2000	chrX	129198895	129244688	45794	-	ELF4	ENSG00000102034
200008	chr1	54604668	54618679	14012	-	CDCP2	ENSG00000157211
200010	chr1	48688357	48714316	25960	+	SLC5A9	ENSG00000117834
200014	chr1	52816265	52831877	15613	-	CC2D1B	ENSG00000154222
200035	chr1	145586493	145589435	2943	-	NUDT17	ENSG00000186364
200081	chr1	32645345	32663886	18542	+	TXLNA	ENSG00000084652
2001	chr11	34500342	34535347	35006	-	ELF5	ENSG00000135374
200132	chr1	67218140	67244730	26591	+	DYNLT5	ENSG00000152760
200150	chr1	242251689	242687998	436310	-	PLD5	ENSG00000180287
200159	chr1	244515937	244552388	36452	+	SPMIP3	ENSG00000173728
200162	chr1	118496288	118727848	231561	-	SPAG17	ENSG00000155761
